"","area_id","cluster","f_dairy_eggs_weight","f_oils_sauces_weight","f_fish_meat_weight","f_fruit_veg_weight","f_grains_weight","f_readymade_weight","f_sweets_weight"
"2894","E01003335","3",0.0735982,0.05125087,0.1320576,0.328548,0.2384367,0.06376455,0.1123441
"2895","E01003336","3",0.07008255,0.05265377,0.1450737,0.3391133,0.2362628,0.04529296,0.1115208
"2896","E01003338","4",0.09626525,0.04787373,0.1223155,0.3232264,0.2454729,0.05826213,0.106584
"2897","E01003339","4",0.09666093,0.04412927,0.129462,0.3233476,0.2535289,0.04989826,0.102973
"2898","E01003340","3",0.09097464,0.04474478,0.1485942,0.3624483,0.1970565,0.06340268,0.09277891
"2899","E01003341","3",0.07709732,0.05222212,0.1288225,0.406243,0.1709543,0.06673733,0.09792345
"2900","E01003342","3",0.08551944,0.06115493,0.1342678,0.3390026,0.2483874,0.03505999,0.0966078
"2901","E01003343","3",0.09358423,0.04426405,0.1364398,0.3489953,0.2356913,0.05045965,0.09056564
"2902","E01003344","3",0.08373012,0.04584974,0.1204421,0.3907732,0.2365272,0.04363433,0.07904336
"2903","E01003345","3",0.08080183,0.04992953,0.1466291,0.3535989,0.2092254,0.06002895,0.09978633
"2904","E01003346","3",0.07465891,0.06061134,0.1463988,0.3311675,0.2375329,0.04007712,0.1095534
"2905","E01003347","3",0.0797615,0.05829096,0.1498741,0.3417465,0.2192993,0.04555951,0.1054681
"2906","E01003348","4",0.0739969,0.04191407,0.1465737,0.3248453,0.2456369,0.04974167,0.1172914
"2907","E01003349","3",0.06569178,0.05527126,0.1348594,0.3146988,0.2602102,0.04996819,0.1193004
"2908","E01003350","3",0.0676221,0.05896842,0.1494843,0.3289493,0.23514,0.04569812,0.1141378
